id_recepta,st_koraka,korak
51,3,"Add the dates, pumpkin pur\u00e9e, cocoa powder, salt and vanilla extract and continue to process until ingredients are combined and smooth."

51,4,"Using a spoon (or your hands), scoop and roll mixture into 8 equal (golf-ball- size) balls."

51,5,Roll each ball in the reserved walnuts and serve immediately or store in the freezer or the fridge.

52,0,Preheat oven to 350\u00b0F. Spray a sheet pan lined with parchment or foil with oil.

52,1,"Wearing rubber gloves, cut peppers in half lengthwise and scoop out the seeds and membrane."

52,2,"Combine cream cheese, cheddar and scallions in a medium bowl. Mix in shredded chicken and hot sauce."

52,3,"Combine panko, paprika, chili powder, garlic powder, salt and pepper in another bowl."

52,4,Fill peppers with chicken cheese filling with a small spoon or spatula.

52,5,"Dip peppers in egg, then in panko mixture to coat and place on prepared baking sheet."

52,6,"Spray the peppers with more oil and bake until golden, about 25 to 30 minutes."

52,7,"Remove from oven and serve immediately. Serve hot, make 20."

53,0,"In a slow cooker, combine chicken, onions, celery stalk, garlic and broth (enough to cover your chicken, use water if the can of broth isn't enough)."

53,1,Cover and cook on high 4 hours.

53,2,"Remove the chicken from pot, reserve 1\/2 cup broth and discard the rest."

53,3,"Shred the chicken with two forks, return to the slow cooker with the 1\/4 to 1\/2 cup broth and the hot sauce and set to on high for an additional 30 minutes. Makes 3 cups chicken."

53,4,"To prepare lettuce cups, place 1\/2 cup buffalo chicken in each leaf, top with 1\/4 cup shredded carrots, celery and dressing of your choice. Wrap up and start eating!"

53,5,"Combine chicken, onions, celery stalk, garlic and broth (enough to cover your chicken, use water if the can of broth isn't enough) in the Instant Pot. Cover and cook high pressure 15 minutes. Natural release."

53,6,"Remove the chicken from pot, reserve 1\/2 cup broth and discard the rest. Shred the chicken with two forks, return to the pot with the 1\/4 to 1\/2 cup broth and the hot sauce and saute 2 to 3 minutes. Makes 3 cups chicken."

53,7,"To prepare lettuce cups, place 1\/2 cup buffalo chicken in each leaf, top with 1\/4 cup shredded carrots, celery and dressing of your choice. Wrap up and start eating!"

54,0,Preheat oven to 425F.

54,1,Place 1 oz (about 14 depending on the brand) chips on four oven-proof dishes or all 4ounces on one large baking sheet.

54,2,Heat a large nonstick saut\u00e9 pan over high heat.

54,3,"Add the ground turkey and season with cumin, garlic powder, salt and pepper and saut\u00e9 until cooked through, breaking up meat into small pieces with a wooden spoon, about 5 minutes."

54,4,"When cooked, add the bean dip and mix well."

54,5,Spoon the turkey mixture over the chips and sprinkle the cheese on top.

54,6,"Bake until cheese melts, about 6 minutes."

54,7,"Remove the nachos from the oven, top with pico de gallo, sour cream, cilantro and jalepe\u00f1os."

54,8,Serve immediately.

55,0,Place the eggs in the air fryer basket and set the temperature to 250\u00b0F.

55,1,"Cook for 15 to 16 minutes, depending on your air fryer until the eggs are hard-boiled (time may vary depending on the make\u00a0and model of your air\u00a0fryer), play around with 1 egg to see how your air fryer cooks before making a whole batch."

55,2,"Once the eggs are cooked, remove them from the air fryer and run under cold water."

55,3,Peel the eggs and chop them into small pieces.

55,4,"In a separate bowl, mix together the mayonnaise, salt, and pepper."

55,5,"Add the chopped eggs, chives to the bowl with the mayonnaise mixture. Stir until everything is well combined."

55,6,"Top with paprika and chives, for garnish."

55,7,"Serve the egg salad on top of your favorite bread, crackers, or lettuce leaves, or use it to make a sandwich. Enjoy!"

56,0,Preheat the oven to 400\u00b0F. Lightly spray a baking dish with oil.

56,1,"Mix cheddar, laughing cow cheese, celery, green onion, carrot, salt and pepper in a dish."

56,2,"Lay out the chicken cutlets, placing even amount of mixture in the middle and spread in the center. Roll up each cutlet."

56,3,In one bowl make a breading station out of crushed ritz crumbs or gluten-free panko.

56,4,"In another bowl combine mayonnaise, 1 tablespoon of hot sauce, and lemon juice as a dredging mixture."

56,5,"Roll chicken breasts in the mayonnaise mixture, then into cracker crumbs, and put on a lightly greased pan, seam side down."

56,6,Lightly spray top of chicken with oil. Bake 30 minutes.

56,7,"While the chicken cooks, melt butter and mix with the remaining hot sauce and garlic powder."

56,8,Drizzle buffalo sauce over finished chicken breast and serve.

57,0,"Place frozen rice in a medium shallow anyday dish (or microwave safe dish), making sure to lift the vent and microwave on high 2 minutes."

57,1,"Meanwhile, In a small bowl combine red chili sauce sauce, sriracha and ginger."

57,2,"Remove from microwave and stir, place the halved baby bok choy on the edges of the bowl."

57,3,Place the salmon filet skin side down in the center.

57,4,Top everything with a pinch of salt. Drizzle the sesame oil over the bok choy.

57,5,"Brush the sauce over the salmon and cover, vented."

57,6,"Microwave 3 to 4 minutes, until the salmon is cooked through. I usually do 3 minutes for one piece."

58,0,"In a large heavy pot or Dutch oven, saut\u00e9 the onion and garlic in olive oil over medium heat."

58,1,Blend the beans with one cup water in electric blender until almost smooth.

58,2,"Add blended beans to pan then add the can of tomato sauce, celery, carrots, chicken broth, basil, bay leaf, parsley, oregano, salt and pepper."

58,3,"Add 1 cup water and bring to a boil. Simmer, covered for 20 minutes stirring occasionally."

58,4,"Add pasta and cook uncovered until pasta is al dente, according to pasta directions."

58,5,"Ladle soup into bowls and top with grated cheese (extra), if desired."

59,0,Preheat the oven to 400\u00b0F.

59,1,Lightly spray a non-stick baking sheet with oil.

59,2,"In a large bowl, combine the ground chicken, panko crumbs, egg, scallions, celery, carrot and garlic; season with salt and pepper, to taste."

59,3,"Using clean hands, mix until combined. Roll the mixture (1\/8 cup each) into 26 round meatballs."

59,4,"Place meatballs onto prepared baking sheet and bake until cooked through and golden, about 16 to 18 minutes."

59,5,"Place the meatballs in a bowl, add the buffalo sauce and gently toss to combine."

59,6,"Serve immediately, drizzled with blue cheese dressing, if desired."

60,0,Combine all the ingredients together and toss in a bowl and refrigerate. Eat chilled.

61,0,"Place quinoa into a pot with 1 1\/3 cups broth and bring to a boil. When it begins boiling, turn heat to low and cover."

61,1,Cook 15 to 18 minutes or until liquid is absorbed.

61,2,Toss in scallions.

61,3,"In a small bowl, combine the mango, cucumber, jalape\u00f1o, lime juice, pinch of salt and cilantro. Set aside."

61,4,"In a large bowl, combine the soy sauce, rice vinegar, honey, and ginger. Set aside."

61,5,"Add 1 tsp olive oil to a large skillet over medium-high heat. Add the garlic and ginger and cook until fragrant, 1 minute."

61,6,"Add the sauce to the pan and cook 3 to 4 minutes until it reduces slightly, then add the shrimp."

61,7,"Cook until shrimp are cooked through and pink, 3 minutes. Drizzle with sesame oil."

61,8,Divide the quinoa in 4 bowls. Top each with cooked shrimp and sauce.

61,9,Top with the mango and cucumber salsa and avocado.

62,0,Heat a medium heavy pot with a tight fitted lid over medium heat and add the oil.

62,1,"Add the sofrito and cook until it melts and becomes fragrant, stirring 3 to 4 minutes."

62,2,Add the rinsed beans and rice and mix well.

62,3,"Add the water, sazon,  bouillon and salt, stir and let it cook, boiling over medium heat until the liquid is almost all absorbed and just skims the top of the rice."

62,4,Quickly cover the lid and cook low heat 15 minutes.

62,5,"Remove from heat and let it sit 5 to 8 minutes more, without lifting the lid so the steam finishes the rice."

62,6,Fluff with a fork and enjoy.

64,0,"Slice the banana lengthwise, 3\/4 of the way through on the side of the banana so it doesn\u2019t roll in the air fryer and open the the skin and banana slightly."

64,1,"Top with cinnamon and air fry 400F 5 to 6 minutes, until soft."

64,2,"Meanwhile in a small bowl, combine 1 teaspoon syrup with the yogurt."

64,3,"When the banana is ready, top with yogurt, sprinkle with more cinnamon and the nuts and drizzle with the remaining 1 teaspoon maple syrup."

64,4,"Optional, top with colored sprinkles and a cherry on top."

65,0,"In a large nonstick skillet, heat oil on medium-high."

65,1,Add scallion whites and curry paste and saut\u00e9 1 minute until fragrant.

65,2,"Add the shrimp and garlic, season with a few pinches of salt and cook about 2 minutes, to brown."

65,3,Add coconut milk and fish sauce and mix well.

65,4,"Let the shrimp simmer about 2-3 more minutes, until the shrimp is cooked through."

65,5,"Remove from heat, mix in scallion greens and cilantro."

65,6,Serve over rice or cauliflower rice and enjoy!

66,0,"Spray a large skillet over high heat with oil and brown the turkey, season with 1 teaspoon salt and 1 teaspoon cumin."

66,1,"Cook breaking the meat up until the turkey is cooked through, about 5 minutes."

66,2,"Push the meat to the side, spray the other side with oil and add the onion and tomato paste and cook 1 minute."

66,3,"Add the sweet potato, black beans, corn, tomato, jalape\u00f1o pepper, garlic, cilantro and stir with the chicken broth."

66,4,"Add the 1\/4 teaspoon salt, or to taste and the cumin."

66,5,"Mix and cover, cook low 12 to 14 minutes or until the sweet potato is tender."

66,6,"Serve with avocado, lime wedges and more cilantro."

67,0,Pull the dill fronds from the stems; reserve 1\/2 cup of the fronds for garnish.

67,1,"In a pot, combine the stems, chicken thighs and rice with the chicken broth and bring to a boil over high heat."

67,2,"Lower the heat to medium-low and stir. Cover and cook the chicken until tender, 25 minutes."

67,3,Use a slotted spoon to remove the chicken and stems from the broth. Discard the stems and transfer the chicken to a plate then shred with 2 forks.

67,4,"Meanwhile, increase the heat to medium-high and bring the stock up to an active simmer."

67,5,"In a large heatproof bowl, vigorously whisk the eggs until frothy.  Add \u00bc cup lemon juice and mix to incorporate."

67,6,"While you whisk the eggs, gradually drizzle in 1 ladleful (about 1 cup) of the broth (it\u2019s OK if some grains of rice tag along) and mix until fully combined."

67,7,"Pour the lemon-egg mixture into the pot with the broth, immediately remove from the heat, and stir in the shredded chicken. Taste and add more lemon juice to taste."

67,8,"Garnish with a generous amount of fresh dill, black pepper and a drizzle of olive oil."

68,0,"Cook the bacon in a skillet over medium heat until crispy and browned, about 4 minutes on each side."

68,1,"If you prefer to bake it, bake on a sheet pan in a preheated 400\u00b0F oven to (200\u00b0C) 15 to 20 minutes, until crispy"

68,2,Transfer the bacon to a paper towel-lined plate to drain and cool. Chop or crumble.

68,3,"While the bacon is cooking, in a large mixing bowl, combine the broccoli florets, red onion, dried cranberries, sunflower seeds, and goat cheese."

68,4,"In a small bowl, stir together the mayonnaise and yogurt."

68,5,Add the bacon and dressing to the mixing bowl and toss to combine.

69,0,"Heat a large heavy pot or Dutch Oven over medium-low heat, add the pancetta and cook until it\u2019s crisp, about 8 minutes."

69,1,Transfer to a paper towel-lined plate with a slotted spoon reserving the fat.

69,2,"To the same pot, add the onion and 1\/4 teaspoon salt. Saute, stirring occasionally, for 5 to 6 minutes, until browned and fragrant."

69,3,"Add the garlic and red pepper flakes and cook for just 20 to 30 seconds, before the garlic scorches."

69,4,"Add the chicken broth to deglaze the pan, and stir in the kale."

69,5,"Add a splash of red wine vinegar and 1\/2 teaspoon salt. Cover and simmer on medium-low stirring occasionally until the kale becomes tender, but not mushy, about 18 to 20 minutes."

69,6,"If the broth evaporates, add a little more water to make sure it doesn\u2019t burn on the bottom."

69,7,Serve topped with pancetta.

70,0,Bring a pot of generously salted water to a boil.

70,1,"Cook the pasta about 1 minute less than the package instructions, reserve \u00bd cup of the pasta water, then drain the pasta."

70,2,"In the same pot, warm the olive oil over medium heat. Cook the garlic, red pepper flakes, and black pepper until fragrant, 1 minute,"

70,3,"Pour in the wine, add the salt and bring to a simmer. Let the liquid reduce thickened."

70,4,"Add the tomatoes and cook for 1 to 2 minutes, just enough time to warm them through without letting them soften."

70,5,"Add the spinach, a big handful at a time, and stir just until it wilts before adding more, about 2 minutes."

70,6,"Stir in the cooked pasta with the reserved pasta water. Increase the heat to medium-high and cook, stirring occasionally, until the liquid thickens and incorporates, about 1 to 2 minutes."

70,7,Decrease the heat to medium. Add the beans and lemon juice and cook for another minute to warm through.

70,8,"Remove from the heat and finish with the butter, stirring until melted."

70,9,"Serve right away, garnished with chopped parsley and grated Parmesan."

71,0,"Heat a heavy-bottomed 3 quart or larger saucepan or Dutch oven over medium-high, add the olive oil and swirl to coat."

71,1,"Add the onion, stir to coat, and season with 1 teaspoon salt and a few cracks of pepper. Cook, stirring, for 5 minutes, stirring, until the onion has softened and is just starting to brown."

71,2,"Add the garlic, tomato paste, paprika, and celery seeds, and cook for 1 minute, stirring."

71,3,"Add the potatoes, beets, and broth. Bring to a boil, then reduce to a simmer and cook for 20 minutes, or until the potatoes and beets are tender."

71,4,"Stir in the vinegar. Taste the broth and adjust the seasoning if desired with more salt and pepper, to taste."

71,5,"To serve, ladle into soup bowls, and add a dollop of sour cream or yogurt on top, then garnish with a few pinches of chopped dill and\/or parsley."

72,0,"Combine the first 6 ingredients in a small pot, zucchini to cinnamon and turn the heat on medium-low."

72,1,"Cook, stirring until the oats are creamy and cooked through, about 3 to 5 minutes, depending on the oats."

72,2,"Pour into a bowl and top with blueberries, slivered almonds and remaining cinnamon."

73,0,Preheat oven to 350F.

73,1,"In a medium skillet, heat oil on medium heat. Add the chopped onions, garlic, cilantro or parslet and red pepper, saute until soft, about a minute."

73,2,"Add the chicken and season with cumin and adobo. Add beans and 1 to 1-1\/2 cups of water and simmer for about 5-10 minutes, until it thickens and the liquid reduces."

73,3,Cut the peppers in half removing seeds and stem.

73,4,Place peppers in an oven-proof dish. Fill each pepper with 1\/3 cup of chicken and bean mixture.

73,5,Pour about 1\/3 cup water or chicken broth in the bottom of the baking dish. (This helps them steam and soften.)

73,6,"Cover tight with foil. Bake 30 minutes, until the peppers are soft."

73,7,"Remove foil, top with cheese and bake uncovered another 5 minutes, until the cheese melts."

74,0,Mix oil with spices in a medium bowl.

74,1,Add the shrimp and mix well with the seasoning mixture on both sides to coat.

74,2,"Arrange shrimp in air fryer basket in a single layer, in batches as needed."

74,3,"Air fry 400F for 5 to 6 minutes, shaking the basket halfway."

74,4,Serve with lemon wedges.

75,0,In a large nonstick skillet heat the oil over medium heat.

75,1,"Add the onions and 1\/4 teaspoon salt, increase to medium-high, and cook, stirring frequently, until they start to brown around the edges."

75,2,"Turn the heat to medium-low and add the balsamic vinegar, Worcestershire sauce, and thyme. Continue to cook, stirring occasionally, for 20 to 25 minutes, or until the onions are very tender. Add 1 to 2 tablespoons of water to deglaze. Set aside and wipe out the skillet."

75,3,"If the chicken is not uniformly thin, place it between two sheets of plastic wrap and pound with a meat tenderizer or the bottom of a heavy pan until thin but still intact. Season to taste with 1 teaspoon salt and black pepper and set aside."

75,4,"In a wide, shallow bowl, whisk together the flour, pinch of salt, and paprika."

75,5,Set a large nonstick skillet over medium heat and melt 1 teaspoon butter.

75,6,"Dredge two of the chicken cutlets in the seasoned flour, then shake off the excess and lay them side by side in the pan.\u00a0"

75,7,"Cook the chicken for 3 minutes, or until lightly browned, then flip and cook for 3 more minutes. Set aside on a dish and repeat with the remaining butter and chicken. Set aside."

75,8,"Combine the broth and 1 tablespoon of the flour mixture and mix, add it to the skillet and whisk on low heat, 1 minute, until it thickens. Toss the rest of the flour out."

75,9,"Return the chicken to the skillet, top with onions and cheese and cover. Cook low 3 to 5 minutes, until the cheese is melted and bubbling."

76,0,"Squeeze one half of the lemon and use 1 tablespoon of the lemon juice in a large mixing bowl with the smashed garlic clove, anchovies, parmesan and mayo."

76,1,Set aside to allow the flavors to meld.

76,2,"Season salmon with a pinch of salt and black pepper, to taste."

76,3,Heat a large skillet over medium-high heat and\u00a0place salmon skin-side-down.

76,4,"Cover and cook without turning for 5 minutes, or until the skin browns. Flip and cook an additional 2 minutes, depending on the thickness, until the salmon is cooked through."

76,5,Squeeze the remaining lemon juice over the salmon.

76,6,Add the lettuce to the bowl and toss well with the dressing until well coated.

76,7,Divide the lettuce between plates and top each with salmon.

77,0,Rinse\u00a0hearts of palm noodles under cold water in a colander and drain.

77,1,"Cook chicken in a large skillet over high heat sprayed with oil 5 minutes, breaking up until browned and cooked through."

77,2,Push the meat to one side.

77,3,"Reduce heat to medium, add 1 teaspoon of the oil, garlic, ginger and noodles, cook medium 1 to 2 minutes, to heat through."

77,4,"Add soy sauce, hoisen, sambal and cook 2 to 3 minutes to let the flavors meld."

77,5,Stir everything together and transfer to two plates.

77,6,"Top with sesame seeds, scallions and more sambal, if desired."

78,0,"Heat oil in a medium pot over medium-low heat. Add onions and cook until they have caramelized slightly, about 5 minutes."

78,1,"Add black beans, paprika, cumin and salt; stir to combine and heat through, 3 to 4 minutes."

78,2,"While that cooks, heat a large skillet over high heat, when hot spray with oil and add the chicken."

78,3,"Cook until browned and cooked through in the center, about 5 minutes, flipping so it cooks on each side."

78,4,Set aside in a medium bowl and toss with the hot sauce.

78,5,"Pour 3\/4 cup rice in each bowl, top each with 1\/4 cup beans and cheese, divide the chicken over the bowls."

78,6,"If eating right away, I like to melt the cheese by putting it in the microwave 30 seconds. Top with scallions."

78,7,"Refrigerate up to 4 days. To reheat, microwave about 3 minutes or until heated through."

79,0,Zest the lemon and reserve the zest.

79,1,"In the bowl of a food processor, combine the lemon juice with the feta, yogurt, and 2 tablespoons olive oil."

79,2,Process until smooth and airy. You may need to pause and scrape down the sides once or twice.

79,3,Serve at room temperature or chilled; it will keep in the fridge for up to 1 week.

79,4,"To serve, garnish with another drizzle of olive oil, a sprinkle of red pepper flakes, lemon zest and fresh dill."

80,0,Preheat oven to 400F.  Spray 2 sheet pans with oil and set aside.

80,1,Gently remove the stems from the mushrooms and place stem-side down on the sheet pan.

80,2,"Spray with olive oil and sprinkle with 2 pinches of salt and pepper, to taste."

80,3,Finely chop stems and place them in a large mixing bowl.

80,4,"To the large bowl, add the spinach, cream cheese, \u00bd cup parmesan cheese, mozzarella, scallions, garlic, sour cream, \u00bc teaspoon salt and pepper to taste.  Mix with a fork to thoroughly combine."

80,5,"Flip mushrooms stem-side up and stuff each mushroom with about 1 tablespoon filling, depending on the mushroom size, pressing mixture into the cavity of the mushroom and a small mound on top."

80,6,"In a small bowl, combine the breadcrumbs and remaining 2 tablespoons parmesan cheese."

80,7,"Top each stuffed mushroom with a sprinkle of breadcrumb mixture, gently spray tops with olive oil and bake for 25-30 minutes, rotating pans halfway through cooking to allow for even browning."

80,8,"Allow to cool slightly and with a spatula, transfer to serving platter to serve warm or at room temperature."

81,0,Preheat oven to 400F.

81,1,Arrange bread cubes on a baking sheet. Bake at 400\u00b0 for 8 minutes or until toasted.

81,2,"Heat a medium skillet over medium-high heat. Add sausage to pan; cook 7 minutes or until browned, stirring to crumble."

81,3,"Combine milk, cheese, eggs, Parmesan cheese, paprika, salt and pepper in a large bowl, stirring with a whisk."

81,4,"Add bread, sausage, scallions and mushrooms, tossing well to coat bread. Spoon mixture into a 13x9-inch baking dish. Cover and refrigerate 8 hours or overnight."

81,5,Preheat oven to 350\u00b0F.

81,6,Uncover casserole.

81,7,Bake at 350\u00b0 for 50 minutes or until set and lightly browned.

81,8,Cut into 8 pieces; serve immediately.

82,0,"Spray the slow cooker with oil to prevent sticking. Place oats, water, maple syrup, cinnamon and egg whites into the slow cooker and stir."

82,1,Add the berries and bananas.

82,2,Cook covered on low 2 hours.

82,3,"Serve topped with pecans, and optional maple syrup on top."

82,4,"You can simmer this on the stove in a medium pot on low heat about 7 to 10 minutes, stirring."

83,0,Remove the sausage from the casing and add it to a heavy bottom sauce pot or Dutch oven.

83,1,"Cook over medium-high heat for 5 minutes, breaking it up with a wooden spoon."

83,2,Add the onion and corn (no need to thaw) and saut\u00e9 for 10 minutes.

83,3,"Add the orzo and chicken broth, stir to combine then bring to a boil."

83,4,"Reduce heat to medium low and simmer 10 minutes, stirring every few minutes and scraping the bottom of the pot to make sure the orzo doesn\u2019t stick."

83,5,"Remove from the heat, add the spinach, stir and cover for a couple minutes, until the spinach has wilted."

83,6,"Top with freshly grated parmesan and black pepper, to taste and serve."

84,0,Preheat your oven to 350 degrees F. Line 2 baking sheets with parchment paper.

84,1,"In a large mixing bowl, combine the rolled oats, almond flour, baking powder and salt and mix."

84,2,"Add the honey, egg, melted coconut oil, vanilla extract and egg and mix well until the ingredients are well combined. Stir in the dark chocolate chips."

84,3,Drop the dough by level tablespoonfuls onto the prepared baking sheets.

84,4,"Bake the cookies for 8-10 minutes, or until they are lightly golden brown."

84,5,"Let the cookies cool on the baking sheet for a few minutes, then transfer them to a wire rack to cool completely. Makes 24."

85,0,If the dough is refrigerated let it rest to room temp 1 hour before starting.

85,1,Preheat the oven to 400F and set rack in the center of the oven.

85,2,"Heat a large non-stick skillet over medium-low heat and add 2 tablespoons extra virgin olive oil, when hot add the mushrooms and onions, season with 3\/4 teaspoon kosher salt and black pepper, to taste and cook, stirring until tender, about 5 minutes."

85,3,"Add the spinach, a pinch of salt and cook until wilted, 2 to 3 minutes."

85,4,Add garlic and cook 1 minute. Set aside to cool completely. (I usually place this outside in the winter to cool fast).

85,5,Spray a nonstick sheet pan with oil or line with a silicone mat.

85,6,"With a rolling pin, roll out the dough on a floured surface to a 16 x 10 inch rectangle."

85,7,Place the veggies over the dough leaving about 1 1\/2 inch from the edge. Top with cheese.

85,8,Use the egg wash and brush along the edge of the dough.

85,9,"Fold one side of the dough over to cover the filling, then the short edges, followed by the other side, stretching slightly to seal, pinching the ends so nothing oozes out."

85,10,Lay the bread seam side down on the prepared pan.

85,11,"Cut small slats in the top and brush with egg white. Top with sesame seeds, if using."

85,12,"Bake 25 to 35 minutes, until golden brown on top and the dough is cooked on the end."

85,13,Remove from the oven and let it cool 5 minutes before slicing into 8 pieces.

85,14,Serve with marinara sauce on the side.

86,0,"Combine crushed garlic, lemon juice, mustard, olive oil, and pepper; mix well."

86,1,Cut a lengthwise slit down the center of the tenderloin to within 1\/2- inch of bottom (careful not to cut all the way through).

86,2,"Open tenderloin so it lies flat. On each half, make another, lengthwise slit down the center to within 1\/2-inch of bottom; cover with plastic wrap. Flatten to 1\/4-in. thickness with a mallet."

86,3,"Remove plastic wrap; spread 1\/2 of the garlic\/Dijon mixture on the inside of the pork. Layer the cheese, spinach, sun dried tomatoes and proscuitto on top, press down gently."

86,4,"Roll up pork jelly-roll style, starting with a long side. Tie the roast at 1-1\/2-inch to 2-inch intervals with kitchen string."

86,5,"Season lightly with salt, and remaining garlic\/Dijon mixture. Place on a rack in a shallow baking pan."

86,6,"Bake, uncovered, at 425\u00b0 for 25-30 minutes or until a meat thermometer reads 160\u00b0. Place under the broiler to brown the top for 5 minutes, then transfer to a serving platter or cutting board."

86,7,Let stand 10 minutes before removing string and slicing. Slice in 8 pieces.

87,0,Preheat the oven to 400 degrees F and line a baking sheet with parchment paper.

87,1,"Peel the butternut squash and slice the thinner end, which is solid and has no seeds, with a mandolin into 1\/8-inch thick slices, so you get perfect rounds."

87,2,Cut until you have 12 ounces. Set the rest aside for another use.

87,3,Heat a cast-iron or other heavy skillet over medium and add 1 tablespoon of olive oil to the pan and swirl to coat.

87,4,"Add the onions and 1\/4 teaspoon of salt. Lower the heat to medium-low heat, and cook, stirring often until caramelized, about 30 minutes."

87,5,Remove from the pan and set aside to cool.

87,6,"In a medium mixing bowl, toss the sliced butternut with the remaining olive oil, another 1\/4 teaspoon of salt, half of the Parmesan cheese, half of the thyme and a few cracks of black pepper."

87,7,"Roll the pastry out on a parchment paper lined sheet pan and prick the pastry with a fork in several places, avoiding the outer 1 1\/2-inch border."

87,8,"Spread 1\/3 of the caramelized onions on the bottom of the crust, again avoiding the outer border."

87,9,"Arrange the sliced butternut on top of the onions in several concentric layers, nestling the remaining half of the onions between the layers of butternut squash."

87,10,Sprinkle the top with the remaining Parmesan and thyme leaves.

87,11,"Fold the edges of the pastry up onto the butternut squash, making pleats as you move around the circle. Brush the edges of the brush with the egg."

87,12,"Tent with foil, tightly over the baking sheet and bake for 30 minutes, then remove the foil and bake until the pastry is golden-brown and the butternut is tender, about 20 to 30 minutes more. (check the center of the squash with a toothpick to make sure it&#39;s tender)"

87,13,Slice into 6 pieces and serve warm.

88,0,"The day before you want to cook the chicken, season the chicken generously with 2 teaspoons kosher salt and let it sit for 30 minutes. Optional: tightly tie together the legs of the chicken with a piece of butcher\u2019s twine."

88,1,Place the chicken in a large mixing bowl (large enough to hold the chicken) and pour in the buttermilk. Cover tight and refrigerate overnight rotating the chicken half way so both sides gets marinated.

88,2,"Remove the chicken from the fridge an hour before you plan to cook it, then remove the chicken from the buttermilk shaking excess and discarding the buttermilk."

88,3,"When ready to cook, transfer the chicken to the air fryer basket (at least 6 quart) belly side down. Season the top of the chicken with 1\/2 teaspoon salt."

88,4,"Air fry 350F about 25 minutes, until the top of the chicken is browned, then flip over, season the other side with remaining 1\/2 teaspoon salt and cook 25 minutes, until golden and crisp and brown all over and the juices run clear when you insert a knife down to the bone between the leg and the thigh."

88,5,"When the chicken\u2019s done, remove it to a platter and let it rest for 10 minutes before carving and serving."

88,6,"To bake in the oven, bake 400F until golden and crisp and brown all over and the juices run clear when you insert a knife down to the bone between the leg and the thigh, about 1 hour or longer if needed."

89,0,Preheat oven to 350 degrees F. Spray a 9\u201d x 13\u201d casserole dish with cooking spray and set aside.

89,1,"In a large skillet, cook the bacon over medium heat until cooked through.\u00a0Using a slotted spoon, transfer the bacon to a paper towel lined plate."

89,2,Remove and discard all but 2 tablespoons of the bacon grease then add the shallots.

89,3,"Saut\u00e9 the shallots until fragrant and they start to brown on the edges, about 2 minutes."

89,4,Add half the spinach and toss to mix with the shallots then add the rest and toss again.

89,5,"Cook, stirring and tossing for about 3 minutes, until spinach is wilted.\u00a0 Remove the pan from heat and set aside."

89,6,"In a large bowl, whisk the eggs."

89,7,"Set aside 1 cup of the cheese then add the remainder to the eggs. Add the milk, salt, pepper, cooked spinach mixture and bacon then mix to thoroughly combine."

89,8,Pour egg mixture into the prepared dish then sprinkle remaining cheese evenly over the top.

89,9,"Bake for 35 minutes, then move the oven rack to the second slot closest to the top, switch the oven to broil and cook an additional 2-3 minutes, until browned, watching closely to make sure it doesn\u2019t burn."

89,10,Allow to cool for 10 minutes then cut into 8 pieces and serve immediately.

90,0,"Combine lemon juice, olive oil, salt and pepper in a small bowl and whisk well."

90,1,"Add one cup quinoa in each bowl. Top with 1\/4 cup of each of the vegetables in rainbow order starting with purple, ending in red."

90,2,"Pour the dressing over the salad, adjust salt and pepper, as needed."

92,0,Place the lemon juice in a small dish and add the smashed garlic cloves.

92,1,Set aside to allow the garlic to infuse the lemon juice for at least 15 minutes.

92,2,"Meanwhile, combine all the other ingredients in a bowl."

92,3,"After 15 minutes, use a fork or small sieve to strain and discard the smashed garlic."

92,4,"Add the lemon juice to the dip and stir to incorporate. If needed, season with more pepper or a little salt."

92,5,Serve at room temperature or chilled with your favorite crudites; it will keep in the fridge for up to 5 days.

93,0,Heat the vodka sauce and add a little water to thin if it\u2019s too thick.

93,1,Pound the thicker end of the chicken lightly to make thinner. Season with salt and pepper.

93,2,"Place in the egg, then into the breadcrumbs and pat well with the back of a fork."

93,3,Shake and transfer to the air fryer basket or oven. Repeat with remaining cutlets.

93,4,"Spray both sides of the chicken with oil then air fryer 400F 7 to 8 minutes, turning halfway, in batches as needed."

93,5,Spoon the vodka sauce over the cutlets then top with half of the cherry peppers.

93,6,"Top each cutlet with 1 ounce mozzarella, then sprinkle with remaining spicy cherry peppers. Air fry 300F until the cheese melts and the chicken is cooked through, about 1 to 2 minutes. Serve hot."

93,7,Place foil on a sheet pan. Preheat oven to 450F.

93,8,"Bake 20 to 25 minutes, until golden and cooked through in the center. No need to turn."

93,9,Spoon the vodka sauce over the cutlets then top with half of the cherry peppers.

93,10,"Top each cutlet with 1 ounce mozzarella, then sprinkle with remaining spicy cherry peppers."

93,11,"Bake until the cheese melts and the chicken is cooked through, about 5 minutes. Serve hot."

94,0,"If shucking them yourself, rinse and clean the oysters."

